ID_Vereador;Texto;Data;Tipo_Ação
19;Não votou para a matéria de Suspenção da Sessão por 3h e como resultado da votação foi REPROVADA.;8/2/2012;Votação
23;Votou contra para a matéria de Suspenção da Sessão por 3h e como resultado da votação foi REPROVADA.;8/2/2012;Votação
48;Não votou para a matéria de Suspenção da Sessão por 3h e como resultado da votação foi REPROVADA.;8/2/2012;Votação
51;Votou contra para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
34;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
40;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
21;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
119;Votou contra para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
133;Votou contra para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
5;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
1;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
45;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
20;Votou a favor para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
50;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
8;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
44;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
35;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
29;Votou a favor para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
41;Votou contra para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
121;Votou contra para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
53;Votou contra para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
12;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
132;Votou a favor para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
22;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
16;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
131;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
38;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
118;Absteve o voto para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
3;Votou contra para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
13;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
6;Votou contra para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
117;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
114;Votou contra para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
15;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
4;Votou contra para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
11;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
26;Votou contra para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
113;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
25;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
112;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
10;Votou contra para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
122;Votou contra para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
9;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
27;Votou contra para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
116;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
37;Votou contra para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
32;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
128;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
39;Votou contra para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
49;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
46;Votou a favor para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
115;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
43;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
127;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
42;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
19;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
23;Votou contra para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
48;Não votou para a matéria de Adiamento do Pequeno e Grande expediente e como resultado da votação foi REPROVADA.;8/2/2012;Votação
51;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
34;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
40;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
21;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
119;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
133;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
5;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
1;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
45;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
20;Votou a favor para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
50;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
8;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
44;Votou contra para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
35;Votou contra para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
29;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
41;Votou contra para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
121;Votou contra para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
53;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
12;Votou a favor para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
132;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
22;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
16;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
131;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
38;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
118;Votou contra para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
3;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
13;Votou contra para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
6;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
117;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
114;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
15;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
4;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
11;Votou contra para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
26;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
113;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
25;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
112;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
10;Votou contra para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
122;Votou contra para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
9;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
27;Votou contra para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
116;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
37;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
32;Votou contra para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
128;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
39;Votou contra para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
49;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
46;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
115;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
43;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
127;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
42;Votou contra para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
19;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
23;Votou contra para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
48;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
51;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
34;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
40;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
21;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
119;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
133;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
5;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
1;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
45;Não votou para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
20;Votou a favor para a matéria de Adiamento do Grande Expediente e como resultado ficou PENDENTE DE VOTAÇÃO.;14/2/2012;Votação
